          90005.00      5.355549E+08          4.596655        0.08467740       0.003345357
          91005.00      5.355559E+08          4.022818        0.04435992       0.004181697
          92005.00      5.355569E+08          3.738282        0.09651517       0.002718103
          93005.00      5.355579E+08          3.356864        0.06058490       0.003136273
          94005.00      5.355589E+08          3.428073        0.06609160       0.002927188
          95005.00      5.355599E+08          3.183745        0.07759642       0.001254509
          96005.00      5.355609E+08          3.201700        0.08757885       0.002299933
          97005.00      5.355619E+08          3.462446        0.06288598       0.003554442
          98005.00      5.355629E+08          3.405655        0.09880309       0.003345357
          99005.00      5.355639E+08          3.535655        0.09377545       0.003345357
          100005.0      5.355649E+08          3.713864        0.08127311       0.003136273
          101005.0      5.355659E+08          3.358073        0.07510644       0.002927188
          102005.0      5.355669E+08          3.089073        0.05807958       0.002927188
          103005.0      5.355679E+08          2.843536        0.07581115       0.001463594
          104005.0      5.355689E+08          2.737700         0.1114810       0.002299933
          105005.0      5.355699E+08          2.890536         0.1006319       0.001463594
          106005.0      5.355709E+08          3.371327         0.1115228       0.001672679
          107005.0      5.355719E+08          3.424864         0.1001270       0.003136273
          108005.0      5.355729E+08          3.137682        0.06699171       0.007317969
          109005.0      5.355739E+08          3.680382        0.04959500       0.009617902
          110005.0      5.355749E+08          3.572019        0.09342693        0.01798130
          111005.0      5.355759E+08          3.252355        0.06120226       0.005645290
          112005.0      5.355769E+08          3.178400         0.1024831       0.004599866
          113005.0      5.355779E+08          2.680100        0.08735290       0.006899800
          114005.0      5.355789E+08          2.921355        0.05394939       0.005645290
          115005.0      5.355799E+08          2.909337        0.06687214        0.01066333
          116005.0      5.355809E+08          2.774100        0.07458120       0.006899800
